id,category,prompt
web-dev-084,10-web-dev,"Act as an expert SEO copywriter. Create a changelog page with version filters for a SaaS startup. The intended result is a QA report with fixes applied. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Compare against the provided reference and fix the largest gaps first. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 84."
web-dev-085,10-web-dev,"Act as a senior frontend engineer. Create a portfolio site with case-study templates for a local business. The intended result is a complete page spec plus copy deck. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 85."
web-dev-086,10-web-dev,"Act as an expert web designer. Build a docs site with search-friendly structure for a nonprofit. The intended result is a launch checklist. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 86."
web-dev-087,10-web-dev,"Act as a senior conversion strategist. Build a SaaS landing page with pricing and FAQ for a school. The intended result is a component list with states. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Use tools where they help; state what evidence you checked before acting. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 87."
web-dev-088,10-web-dev,"Act as a full-stack web developer. Create a job-board page with filters and alerts copy for a clinic. The intended result is an SEO checklist with titles/metas. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Parallelize with subagents where independent work exists; merge with a single coherent voice. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 88."
web-dev-089,10-web-dev,"Act as a senior UX engineer. Create a restaurant site with menu, reservations, and local SEO for a creator. The intended result is a sitemap with URL slugs. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Keep a searchable working note so the task survives context compaction. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 89."
web-dev-090,10-web-dev,"Act as an expert SEO copywriter. Build a nonprofit donation page with impact stories for a SaaS startup. The intended result is a QA report with fixes applied. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Compare against the provided reference and fix the largest gaps first. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 90."
web-dev-091,10-web-dev,"Act as a senior frontend engineer. Build a luxury auto-detailing site with booking flow for a local business. The intended result is a complete page spec plus copy deck. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Be concrete and end-to-end: produce the artifact, not a plan to produce it. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 91."
web-dev-092,10-web-dev,"Act as an expert web designer. Create a course landing page with curriculum and outcomes for a nonprofit. The intended result is a launch checklist. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 92."
web-dev-093,10-web-dev,"Act as a senior conversion strategist. Run a frontend QA pass: nav, forms, mobile, a11y for a school. The intended result is a component list with states. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Use tools where they help; state what evidence you checked before acting. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 93."
web-dev-094,10-web-dev,"Act as a full-stack web developer. Build a real-estate listing page with gallery and tour CTA for a clinic. The intended result is an SEO checklist with titles/metas. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Parallelize with subagents where independent work exists; merge with a single coherent voice. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 94."
web-dev-095,10-web-dev,"Act as a senior UX engineer. Create a pricing-page A/B test plan with hypotheses for a creator. The intended result is a sitemap with URL slugs. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Keep a searchable working note so the task survives context compaction. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 95."
web-dev-096,10-web-dev,"Act as an expert SEO copywriter. Create an event site with schedule, speakers, and tickets for a SaaS startup. The intended result is a QA report with fixes applied. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Compare against the provided reference and fix the largest gaps first. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 96."
web-dev-097,10-web-dev,"Act as a senior frontend engineer. Build a waitlist page with referral mechanics for a local business. The intended result is a complete page spec plus copy deck. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 97."
web-dev-098,10-web-dev,"Act as an expert web designer. Build a clinic booking site with forms and reminders copy for a nonprofit. The intended result is a launch checklist. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 98."
web-dev-099,10-web-dev,"Act as a senior conversion strategist. Create a changelog page with version filters for a school. The intended result is a component list with states. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Use tools where they help; state what evidence you checked before acting. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 99."
web-dev-100,10-web-dev,"Act as a full-stack web developer. Create a portfolio site with case-study templates for a clinic. The intended result is an SEO checklist with titles/metas. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Parallelize with subagents where independent work exists; merge with a single coherent voice. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 100."
web-dev-101,10-web-dev,"Act as a senior UX engineer. Build a docs site with search-friendly structure for a creator. The intended result is a sitemap with URL slugs. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Keep a searchable working note so the task survives context compaction. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 101."
web-dev-102,10-web-dev,"Act as an expert SEO copywriter. Build a SaaS landing page with pricing and FAQ for a SaaS startup. The intended result is a QA report with fixes applied. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Compare against the provided reference and fix the largest gaps first. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 102."
web-dev-103,10-web-dev,"Act as a senior frontend engineer. Create a job-board page with filters and alerts copy for a local business. The intended result is a complete page spec plus copy deck. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 103."
web-dev-104,10-web-dev,"Act as an expert web designer. Create a restaurant site with menu, reservations, and local SEO for a nonprofit. The intended result is a launch checklist. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 104."
web-dev-105,10-web-dev,"Act as a senior conversion strategist. Build a nonprofit donation page with impact stories for a school. The intended result is a component list with states. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Use tools where they help; state what evidence you checked before acting. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 105."
web-dev-106,10-web-dev,"Act as a full-stack web developer. Build a luxury auto-detailing site with booking flow for a clinic. The intended result is an SEO checklist with titles/metas. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Parallelize with subagents where independent work exists; merge with a single coherent voice. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 106."
web-dev-107,10-web-dev,"Act as a senior UX engineer. Create a course landing page with curriculum and outcomes for a creator. The intended result is a sitemap with URL slugs. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Keep a searchable working note so the task survives context compaction. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 107."
web-dev-108,10-web-dev,"Act as an expert SEO copywriter. Run a frontend QA pass: nav, forms, mobile, a11y for a SaaS startup. The intended result is a QA report with fixes applied. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Compare against the provided reference and fix the largest gaps first. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 108."
web-dev-109,10-web-dev,"Act as a senior frontend engineer. Build a real-estate listing page with gallery and tour CTA for a local business. The intended result is a complete page spec plus copy deck. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 109."
web-dev-110,10-web-dev,"Act as an expert web designer. Create a pricing-page A/B test plan with hypotheses for a nonprofit. The intended result is a launch checklist. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 110."
web-dev-111,10-web-dev,"Act as a senior conversion strategist. Create an event site with schedule, speakers, and tickets for a school. The intended result is a component list with states. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Use tools where they help; state what evidence you checked before acting. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 111."
web-dev-112,10-web-dev,"Act as a full-stack web developer. Build a waitlist page with referral mechanics for a clinic. The intended result is an SEO checklist with titles/metas. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Parallelize with subagents where independent work exists; merge with a single coherent voice. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 112."
web-dev-113,10-web-dev,"Act as a senior UX engineer. Build a clinic booking site with forms and reminders copy for a creator. The intended result is a sitemap with URL slugs. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Keep a searchable working note so the task survives context compaction. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 113."
web-dev-114,10-web-dev,"Act as an expert SEO copywriter. Create a changelog page with version filters for a SaaS startup. The intended result is a QA report with fixes applied. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Compare against the provided reference and fix the largest gaps first. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 114."
web-dev-115,10-web-dev,"Act as a senior frontend engineer. Create a portfolio site with case-study templates for a local business. The intended result is a complete page spec plus copy deck. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 115."
web-dev-116,10-web-dev,"Act as an expert web designer. Build a docs site with search-friendly structure for a nonprofit. The intended result is a launch checklist. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 116."
web-dev-117,10-web-dev,"Act as a senior conversion strategist. Build a SaaS landing page with pricing and FAQ for a school. The intended result is a component list with states. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Use tools where they help; state what evidence you checked before acting. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 117."
web-dev-118,10-web-dev,"Act as a full-stack web developer. Create a job-board page with filters and alerts copy for a clinic. The intended result is an SEO checklist with titles/metas. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Parallelize with subagents where independent work exists; merge with a single coherent voice. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 118."
web-dev-119,10-web-dev,"Act as a senior UX engineer. Create a restaurant site with menu, reservations, and local SEO for a creator. The intended result is a sitemap with URL slugs. Requirements: mobile-responsive; strong CTAs; refined typography; no lorem ipsum; real copy throughout. Keep a searchable working note so the task survives context compaction. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 119."
web-dev-120,10-web-dev,"Act as an expert SEO copywriter. Build a nonprofit donation page with impact stories for a SaaS startup. The intended result is a QA report with fixes applied. Requirements: fast load: note image sizes and font choices; test every CTA and form before calling it done. Compare against the provided reference and fix the largest gaps first. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 120."
video-creation-001,11-video-creation,"Act as a senior video producer. Plan a 5-minute T-cell explainer with scenes and narration for YouTube. The intended result is a scene-by-scene script with timings. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Be concrete and end-to-end: produce the artifact, not a plan to produce it. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-002,11-video-creation,"Act as an expert motion designer. Create a voiceover script with timing marks for a nonprofit story. The intended result is a delivery spec sheet. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-003,11-video-creation,"Act as a film director aide. Create a review-and-approve checklist for social clips. The intended result is a review notes template. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Use tools where they help; state what evidence you checked before acting. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-004,11-video-creation,"Act as a senior tutorial creator. Build a Final Cut import-to-grade checklist for a conference. The intended result is an edit checklist. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Parallelize with subagents where independent work exists; merge with a single coherent voice. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-005,11-video-creation,"Act as an expert science communicator. Plan captions and translations workflow for a client ad. The intended result is a VO script with timecodes. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Keep a searchable working note so the task survives context compaction. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-006,11-video-creation,"Act as a senior editor. Write a cinematic prompt for a 10-second animation for a classroom. The intended result is a shot list with framing notes. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Compare against the provided reference and fix the largest gaps first. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-007,11-video-creation,"Act as a senior video producer. Build a sound-design cue sheet for YouTube. The intended result is a scene-by-scene script with timings. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-008,11-video-creation,"Act as an expert motion designer. Plan a tutorial series with per-episode outcomes for a nonprofit story. The intended result is a delivery spec sheet. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-009,11-video-creation,"Act as a film director aide. Create a color-grade pass plan for social clips. The intended result is a review notes template. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Use tools where they help; state what evidence you checked before acting. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-010,11-video-creation,"Act as a senior tutorial creator. Create a house-tour video outline from listing photos for a conference. The intended result is an edit checklist. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Parallelize with subagents where independent work exists; merge with a single coherent voice. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-011,11-video-creation,"Act as an expert science communicator. Write a trailer beat sheet with hooks for a client ad. The intended result is a VO script with timecodes. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Keep a searchable working note so the task survives context compaction. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-012,11-video-creation,"Act as a senior editor. Build a product promo from 3D renders with beats for a classroom. The intended result is a shot list with framing notes. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Compare against the provided reference and fix the largest gaps first. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-013,11-video-creation,"Act as a senior video producer. Plan B-roll coverage for an interview for YouTube. The intended result is a scene-by-scene script with timings. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-014,11-video-creation,"Act as an expert motion designer. Write a shot list that keeps actors in frame for a nonprofit story. The intended result is a delivery spec sheet. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-015,11-video-creation,"Act as a film director aide. Design lower-thirds and caption styles for social clips. The intended result is a review notes template. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Use tools where they help; state what evidence you checked before acting. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-016,11-video-creation,"Act as a senior tutorial creator. Plan a 5-minute T-cell explainer with scenes and narration for a conference. The intended result is an edit checklist. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Parallelize with subagents where independent work exists; merge with a single coherent voice. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-017,11-video-creation,"Act as an expert science communicator. Create a voiceover script with timing marks for a client ad. The intended result is a VO script with timecodes. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Keep a searchable working note so the task survives context compaction. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-018,11-video-creation,"Act as a senior editor. Create a review-and-approve checklist for a classroom. The intended result is a shot list with framing notes. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Compare against the provided reference and fix the largest gaps first. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-019,11-video-creation,"Act as a senior video producer. Build a Final Cut import-to-grade checklist for YouTube. The intended result is a scene-by-scene script with timings. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-020,11-video-creation,"Act as an expert motion designer. Plan captions and translations workflow for a nonprofit story. The intended result is a delivery spec sheet. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-021,11-video-creation,"Act as a film director aide. Write a cinematic prompt for a 10-second animation for social clips. The intended result is a review notes template. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Use tools where they help; state what evidence you checked before acting. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-022,11-video-creation,"Act as a senior tutorial creator. Build a sound-design cue sheet for a conference. The intended result is an edit checklist. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Parallelize with subagents where independent work exists; merge with a single coherent voice. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
video-creation-023,11-video-creation,"Act as an expert science communicator. Plan a tutorial series with per-episode outcomes for a client ad. The intended result is a VO script with timecodes. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Keep a searchable working note so the task survives context compaction. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-024,11-video-creation,"Act as a senior editor. Create a color-grade pass plan for a classroom. The intended result is a shot list with framing notes. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Compare against the provided reference and fix the largest gaps first. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
video-creation-025,11-video-creation,"Act as a senior video producer. Create a house-tour video outline from listing photos for YouTube. The intended result is a scene-by-scene script with timings. Requirements: specify duration, aspect, and delivery specs up front; keep narration timed to visuals; no wall-of-text VO. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
video-creation-026,11-video-creation,"Act as an expert motion designer. Write a trailer beat sheet with hooks for a nonprofit story. The intended result is a delivery spec sheet. Requirements: design for captions-on viewing; plan one revision pass with prioritized fixes. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
